Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
346105394,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
348594953,15FD0816,true,Rx,0,8,01,01,04,3B,7E,FF,FF,FF,
348595545,15FD0716,true,Rx,0,8,01,C4,9F,7E,FF,7F,FF,FF,
348606356,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
351095841,15FD0816,true,Rx,0,8,01,01,04,03,7F,FF,FF,FF,
351096407,15FD0716,true,Rx,0,8,01,C4,67,7F,FF,7F,FF,FF,
351107201,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
353596726,15FD0816,true,Rx,0,8,01,01,04,CB,7F,FF,FF,FF,
353597345,15FD0716,true,Rx,0,8,01,C4,2F,80,FF,7F,FF,FF,
353608054,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
356097659,15FD0816,true,Rx,0,8,01,01,04,93,80,FF,FF,FF,
356098293,15FD0716,true,Rx,0,8,01,C4,F7,80,FF,7F,FF,FF,
356109014,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
358598595,15FD0816,true,Rx,0,8,01,01,04,5B,81,FF,FF,FF,
358599121,15FD0716,true,Rx,0,8,01,C4,BF,81,FF,7F,FF,FF,
358609921,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
361099472,15FD0816,true,Rx,0,8,01,01,04,23,82,FF,FF,FF,
361100033,15FD0716,true,Rx,0,8,01,C4,87,82,FF,7F,FF,FF,
361110767,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
363564396,1DF01116,true,Rx,0,8,60,EA,00,FF,FF,FF,FF,FF,
363600396,15FD0816,true,Rx,0,8,01,01,04,EB,82,FF,FF,FF,
363600937,15FD0716,true,Rx,0,8,01,C4,4F,83,FF,7F,FF,FF,
363611705,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
366101287,15FD0816,true,Rx,0,8,01,01,04,B3,83,FF,FF,FF,
366101818,15FD0716,true,Rx,0,8,01,C4,17,84,FF,7F,FF,FF,
366112595,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
368602168,15FD0816,true,Rx,0,8,01,01,04,7B,84,FF,FF,FF,
368602734,15FD0716,true,Rx,0,8,01,C4,DF,84,FF,7F,FF,FF,
368613518,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
371103073,15FD0816,true,Rx,0,8,01,01,04,43,85,FF,FF,FF,
371103657,15FD0716,true,Rx,0,8,01,C4,A7,85,FF,7F,FF,FF,
371114443,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
373604003,15FD0816,true,Rx,0,8,01,01,04,0B,86,FF,FF,FF,
373604548,15FD0716,true,Rx,0,8,01,C4,6F,86,FF,7F,FF,FF,
373615333,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
376104935,15FD0816,true,Rx,0,8,01,01,04,D3,86,FF,FF,FF,
376105486,15FD0716,true,Rx,0,8,01,C4,37,87,FF,7F,FF,FF,
376116261,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
378605808,15FD0816,true,Rx,0,8,01,01,04,9B,87,FF,FF,FF,
378606386,15FD0716,true,Rx,0,8,01,C4,FF,87,FF,7F,FF,FF,
378617182,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
381106662,15FD0816,true,Rx,0,8,01,01,04,63,88,FF,FF,FF,
381107259,15FD0716,true,Rx,0,8,01,C4,C7,88,FF,7F,FF,FF,
381118053,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
383607586,15FD0816,true,Rx,0,8,01,01,04,2B,89,FF,FF,FF,
383608179,15FD0716,true,Rx,0,8,01,C4,8F,89,FF,7F,FF,FF,
383618928,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
386108527,15FD0816,true,Rx,0,8,01,01,04,F3,89,FF,FF,FF,
386109076,15FD0716,true,Rx,0,8,01,C4,57,8A,FF,7F,FF,FF,
386119838,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
388609415,15FD0816,true,Rx,0,8,01,01,04,BB,8A,FF,FF,FF,
388609980,15FD0716,true,Rx,0,8,01,C4,1F,8B,FF,7F,FF,FF,
388620774,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
391110297,15FD0816,true,Rx,0,8,01,01,04,83,8B,FF,FF,FF,
391110864,15FD0716,true,Rx,0,8,01,C4,E7,8B,FF,7F,FF,FF,
391121649,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
393611219,15FD0816,true,Rx,0,8,01,01,04,4B,8C,FF,FF,FF,
393611793,15FD0716,true,Rx,0,8,01,C4,AF,8C,FF,7F,FF,FF,
393622612,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
396112147,15FD0816,true,Rx,0,8,01,01,04,13,8D,FF,FF,FF,
396112712,15FD0716,true,Rx,0,8,01,C4,77,8D,FF,7F,FF,FF,
396123523,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
398613041,15FD0816,true,Rx,0,8,01,01,04,DB,8D,FF,FF,FF,
398613659,15FD0716,true,Rx,0,8,01,C4,3F,8E,FF,7F,FF,FF,
398624385,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
401113930,15FD0816,true,Rx,0,8,01,01,04,A3,8E,FF,FF,FF,
401114601,15FD0716,true,Rx,0,8,01,C4,07,8F,FF,7F,FF,FF,
401125308,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
403614876,15FD0816,true,Rx,0,8,01,01,04,6B,8F,FF,FF,FF,
403615534,15FD0716,true,Rx,0,8,01,C4,CF,8F,FF,7F,FF,FF,
403626209,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
406115803,15FD0816,true,Rx,0,8,01,01,04,33,90,FF,FF,FF,
406116364,15FD0716,true,Rx,0,8,01,C4,97,90,FF,7F,FF,FF,
406127109,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
408616699,15FD0816,true,Rx,0,8,01,01,04,FB,90,FF,FF,FF,
408617284,15FD0716,true,Rx,0,8,01,C4,5F,91,FF,7F,FF,FF,
408627975,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
411117603,15FD0816,true,Rx,0,8,01,01,04,C3,91,FF,FF,FF,
411118135,15FD0716,true,Rx,0,8,01,C4,27,92,FF,7F,FF,FF,
411128893,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
413618467,15FD0816,true,Rx,0,8,01,01,04,8B,92,FF,FF,FF,
413619035,15FD0716,true,Rx,0,8,01,C4,EF,92,FF,7F,FF,FF,
413629821,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
416119378,15FD0816,true,Rx,0,8,01,01,04,53,93,FF,FF,FF,
416119907,15FD0716,true,Rx,0,8,01,C4,B7,93,FF,7F,FF,FF,
416130733,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
418620273,15FD0816,true,Rx,0,8,01,01,04,1B,94,FF,FF,FF,
418620835,15FD0716,true,Rx,0,8,01,C4,7F,94,FF,7F,FF,FF,
418631669,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
421121195,15FD0816,true,Rx,0,8,01,01,04,E3,94,FF,FF,FF,
421121801,15FD0716,true,Rx,0,8,01,C4,47,95,FF,7F,FF,FF,
421132549,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
423562150,1DF01116,true,Rx,0,8,60,EA,00,FF,FF,FF,FF,FF,
423622062,15FD0816,true,Rx,0,8,01,01,04,AB,95,FF,FF,FF,
423622687,15FD0716,true,Rx,0,8,01,C4,0F,96,FF,7F,FF,FF,
423633433,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
426122970,15FD0816,true,Rx,0,8,01,01,04,73,96,FF,FF,FF,
426123644,15FD0716,true,Rx,0,8,01,C4,D7,96,FF,7F,FF,FF,
426134389,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
428623893,15FD0816,true,Rx,0,8,01,01,04,3B,97,FF,FF,FF,
428624442,15FD0716,true,Rx,0,8,01,C4,9F,97,FF,7F,FF,FF,
428635228,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
431124863,15FD0816,true,Rx,0,8,01,01,04,03,98,FF,FF,FF,
431125415,15FD0716,true,Rx,0,8,01,C4,67,98,FF,7F,FF,FF,
431136159,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
433625767,15FD0816,true,Rx,0,8,01,01,04,CB,98,FF,FF,FF,
433626319,15FD0716,true,Rx,0,8,01,C4,2F,99,FF,7F,FF,FF,
433637077,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
436126686,15FD0816,true,Rx,0,8,01,01,04,93,99,FF,FF,FF,
436127162,15FD0716,true,Rx,0,8,01,C4,F7,99,FF,7F,FF,FF,
436137946,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
438627541,15FD0816,true,Rx,0,8,01,01,04,5B,9A,FF,FF,FF,
438628087,15FD0716,true,Rx,0,8,01,C4,BF,9A,FF,7F,FF,FF,
438638914,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
441128436,15FD0816,true,Rx,0,8,01,01,04,23,9B,FF,FF,FF,
441129034,15FD0716,true,Rx,0,8,01,C4,87,9B,FF,7F,FF,FF,
441139802,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
443629316,15FD0816,true,Rx,0,8,01,01,04,EB,9B,FF,FF,FF,
443629926,15FD0716,true,Rx,0,8,01,C4,4F,9C,FF,7F,FF,FF,
443640737,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
446130241,15FD0816,true,Rx,0,8,01,01,04,B3,9C,FF,FF,FF,
446130879,15FD0716,true,Rx,0,8,01,C4,17,9D,FF,7F,FF,FF,
446141597,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
448631199,15FD0816,true,Rx,0,8,01,01,04,7B,9D,FF,FF,FF,
448631801,15FD0716,true,Rx,0,8,01,C4,DF,9D,FF,7F,FF,FF,
448642483,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
451132063,15FD0816,true,Rx,0,8,01,01,04,43,9E,FF,FF,FF,
451132637,15FD0716,true,Rx,0,8,01,C4,A7,9E,FF,7F,FF,FF,
451143385,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
453632992,15FD0816,true,Rx,0,8,01,01,04,0B,9F,FF,FF,FF,
453633577,15FD0716,true,Rx,0,8,01,C4,6F,9F,FF,7F,FF,FF,
453644328,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
456133955,15FD0816,true,Rx,0,8,01,01,04,D3,9F,FF,FF,FF,
456134458,15FD0716,true,Rx,0,8,01,C4,37,A0,FF,7F,FF,FF,
456145235,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
458634791,15FD0816,true,Rx,0,8,01,01,04,9B,A0,FF,FF,FF,
458635345,15FD0716,true,Rx,0,8,01,C4,FF,A0,FF,7F,FF,FF,
458646111,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
461135713,15FD0816,true,Rx,0,8,01,01,04,63,A1,FF,FF,FF,
461136283,15FD0716,true,Rx,0,8,01,C4,C7,A1,FF,7F,FF,FF,
461147047,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
463636609,15FD0816,true,Rx,0,8,01,01,04,2B,A2,FF,FF,FF,
463637152,15FD0716,true,Rx,0,8,01,C4,8F,A2,FF,7F,FF,FF,
463647969,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
466137494,15FD0816,true,Rx,0,8,01,01,04,F3,A2,FF,FF,FF,
466138053,15FD0716,true,Rx,0,8,01,C4,57,A3,FF,7F,FF,FF,
466148854,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
468638419,15FD0816,true,Rx,0,8,01,01,04,BB,A3,FF,FF,FF,
468639002,15FD0716,true,Rx,0,8,01,C4,1F,A4,FF,7F,FF,FF,
468649744,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
471139292,15FD0816,true,Rx,0,8,01,01,04,83,A4,FF,FF,FF,
471139935,15FD0716,true,Rx,0,8,01,C4,E7,A4,FF,7F,FF,FF,
471150663,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
473640195,15FD0816,true,Rx,0,8,01,01,04,4B,A5,FF,FF,FF,
473640796,15FD0716,true,Rx,0,8,01,C4,AF,A5,FF,7F,FF,FF,
473651546,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
476141111,15FD0816,true,Rx,0,8,01,01,04,13,A6,FF,FF,FF,
476141669,15FD0716,true,Rx,0,8,01,C4,77,A6,FF,7F,FF,FF,
476152448,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
478642075,15FD0816,true,Rx,0,8,01,01,04,DB,A6,FF,FF,FF,
478642654,15FD0716,true,Rx,0,8,01,C4,3F,A7,FF,7F,FF,FF,
478653370,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
481142957,15FD0816,true,Rx,0,8,01,01,04,A3,A7,FF,FF,FF,
481143514,15FD0716,true,Rx,0,8,01,C4,07,A8,FF,7F,FF,FF,
481154293,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
483559825,1DF01116,true,Rx,0,8,60,EA,00,FF,FF,FF,FF,FF,
483643823,15FD0816,true,Rx,0,8,01,01,04,6B,A8,FF,FF,FF,
483644397,15FD0716,true,Rx,0,8,01,C4,CF,A8,FF,7F,FF,FF,
483655207,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
486144790,15FD0816,true,Rx,0,8,01,01,04,33,A9,FF,FF,FF,
486145340,15FD0716,true,Rx,0,8,01,C4,97,A9,FF,7F,FF,FF,
486156131,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
488645652,15FD0816,true,Rx,0,8,01,01,04,FB,A9,FF,FF,FF,
488646242,15FD0716,true,Rx,0,8,01,C4,5F,AA,FF,7F,FF,FF,
488657014,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
491146580,15FD0816,true,Rx,0,8,01,01,04,C3,AA,FF,FF,FF,
491147155,15FD0716,true,Rx,0,8,01,C4,27,AB,FF,7F,FF,FF,
491157897,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
493647499,15FD0816,true,Rx,0,8,01,01,04,8B,AB,FF,FF,FF,
493648090,15FD0716,true,Rx,0,8,01,C4,EF,AB,FF,7F,FF,FF,
493658841,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
496148383,15FD0816,true,Rx,0,8,01,01,04,53,AC,FF,FF,FF,
496149015,15FD0716,true,Rx,0,8,01,C4,B7,AC,FF,7F,FF,FF,
496159701,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
498649318,15FD0816,true,Rx,0,8,01,01,04,1B,AD,FF,FF,FF,
498649854,15FD0716,true,Rx,0,8,01,C4,7F,AD,FF,7F,FF,FF,
498660631,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
501150221,15FD0816,true,Rx,0,8,01,01,04,E3,AD,FF,FF,FF,
501150762,15FD0716,true,Rx,0,8,01,C4,47,AE,FF,7F,FF,FF,
501161581,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
503651146,15FD0816,true,Rx,0,8,01,01,04,AB,AE,FF,FF,FF,
503651689,15FD0716,true,Rx,0,8,01,C4,0F,AF,FF,7F,FF,FF,
503662468,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
506152005,15FD0816,true,Rx,0,8,01,01,04,73,AF,FF,FF,FF,
506152570,15FD0716,true,Rx,0,8,01,C4,D7,AF,FF,7F,FF,FF,
506163364,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
508652916,15FD0816,true,Rx,0,8,01,01,04,3B,B0,FF,FF,FF,
508653488,15FD0716,true,Rx,0,8,01,C4,9F,B0,FF,7F,FF,FF,
508664307,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
511153825,15FD0816,true,Rx,0,8,01,01,04,03,B1,FF,FF,FF,
511154386,15FD0716,true,Rx,0,8,01,C4,67,B1,FF,7F,FF,FF,
511165228,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
513654726,15FD0816,true,Rx,0,8,01,01,04,CB,B1,FF,FF,FF,
513655322,15FD0716,true,Rx,0,8,01,C4,2F,B2,FF,7F,FF,FF,
513666120,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
516155667,15FD0816,true,Rx,0,8,01,01,04,93,B2,FF,FF,FF,
516156260,15FD0716,true,Rx,0,8,01,C4,F7,B2,FF,7F,FF,FF,
516166968,15FD0616,true,Rx,0,8,01,C1,70,FF,FF,FF,FF,FF,
